sign,path
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07400.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07399.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/65241.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07388 (1).parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07388.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07395.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07390 (1).parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07394.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07389.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07401.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07403.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07396.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/67431.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07402.parquet
bowling,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bowling/07383.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/70098.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/07635.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/07608.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/07634.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/07632.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/07639.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/67440.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/07642.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/07637.parquet
break,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/break/65252.parquet
brave,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brave/07577.parquet
brave,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brave/67438.parquet
brave,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brave/07578.parquet
brave,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brave/07574.parquet
brave,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brave/07579.parquet
brave,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brave/07580.parquet
brave,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brave/07576.parquet
brave,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brave/07575.parquet
brave,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brave/65251.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07597.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07604.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07599.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07598.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07596.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/70063.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07602.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07593.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07601.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07600.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07595.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/07603.parquet
bread,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bread/67439.parquet
breakfast,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakfast/07624.parquet
breakfast,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakfast/07628.parquet
breakfast,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakfast/07626.parquet
breakfast,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakfast/07627.parquet
breakfast,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakfast/07630.parquet
breakfast,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakfast/07625.parquet
breakfast,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakfast/07629.parquet
bribe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bribe/07719.parquet
bribe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bribe/07716.parquet
bribe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bribe/07715.parquet
bribe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bribe/07721.parquet
bribe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bribe/07720.parquet
bribe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bribe/07717.parquet
bribe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bribe/07718.parquet
breakdown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakdown/07612.parquet
breakdown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakdown/67441.parquet
breakdown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakdown/70093.parquet
breakdown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakdown/07611.parquet
breakdown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakdown/65253.parquet
breakdown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakdown/07618.parquet
breakdown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breakdown/07613.parquet
breathe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breathe/07680.parquet
breathe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breathe/07682.parquet
breathe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breathe/65256.parquet
breathe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breathe/07678.parquet
breathe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breathe/07681.parquet
breathe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breathe/07679.parquet
breathe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breathe/67442.parquet
breathe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breathe/07676.parquet
breathe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breathe/07677.parquet
braid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/braid/07516.parquet
braid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/braid/07506.parquet
braid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/braid/07513.parquet
braid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/braid/07510.parquet
braid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/braid/07515.parquet
braid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/braid/07511.parquet
braid,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/braid/07509.parquet
brain,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brain/07532.parquet
brain,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brain/07529.parquet
brain,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brain/07523.parquet
brain,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brain/07531.parquet
brain,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brain/07530.parquet
brain,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brain/07527.parquet
brain,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brain/07528.parquet
breeze,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breeze/07699.parquet
breeze,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breeze/07704.parquet
breeze,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breeze/07701.parquet
breeze,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breeze/07702.parquet
breeze,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breeze/07706.parquet
breeze,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breeze/07705.parquet
breeze,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/breeze/07703.parquet
bright,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bright/07781.parquet
bright,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bright/07789.parquet
bright,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bright/07787.parquet
bright,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bright/07779.parquet
bright,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bright/07782.parquet
bright,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bright/07780.parquet
bright,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bright/07791.parquet
bright,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bright/07783.parquet
bright,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bright/07788.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07940.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07942.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/67445.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/68594.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07943.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07941.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07935.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/69251.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07937.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/65262.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07939.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07936.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07929.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07938.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07932.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07933.parquet
brother,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brother/07934.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/08006.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/08002.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/08007.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/08000.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/08012.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/65265.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/67447.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/65264.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/08005.parquet
brush,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brush/08001.parquet
buffalo,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/buffalo/08091.parquet
buffalo,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/buffalo/08094.parquet
buffalo,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/buffalo/08088.parquet
buffalo,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/buffalo/08087.parquet
buffalo,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/buffalo/08089.parquet
buffalo,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/buffalo/08093.parquet
buffalo,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/buffalo/08095.parquet
broke,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/broke/07873.parquet
broke,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/broke/07879.parquet
broke,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/broke/07884.parquet
broke,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/broke/07883.parquet
broke,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/broke/07886.parquet
broke,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/broke/07875.parquet
broke,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/broke/07876.parquet
broke,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/broke/07872.parquet
brochure,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brochure/07862.parquet
brochure,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brochure/07865.parquet
brochure,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brochure/07861.parquet
brochure,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brochure/07863.parquet
brochure,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brochure/07864.parquet
brochure,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brochure/07860.parquet
brochure,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brochure/07866.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/07753.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/07756.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/07757.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/67444.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/07747.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/07754.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/07755.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/65259.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/07752.parquet
bridge,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bridge/07751.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07962.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07961.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/70242.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/69252.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07973.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/67446.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/65263.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07966.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07964.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07957.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/69028.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07972.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07968.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07960.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07971.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07967.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07969.parquet
brown,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brown/07963.parquet
brief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brief/07765.parquet
brief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brief/07769.parquet
brief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brief/07767.parquet
brief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brief/07772.parquet
brief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brief/07768.parquet
brief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brief/07766.parquet
brief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brief/07770.parquet
brief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/brief/07771.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07810.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/69250.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07808.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/65260.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07806.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07815.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07807.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07803.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07814.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07812.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07809.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07811.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/68828.parquet
bring,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bring/07813.parquet
bull,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bull/08166.parquet
bull,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bull/08174.parquet
bull,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bull/08171.parquet
bull,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bull/08169.parquet
bull,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bull/08172.parquet
bull,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bull/08168.parquet
bull,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bull/08173.parquet
bull,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bull/08167.parquet
bull,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bull/08170.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/65269.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/08130.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/08135.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/70196.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/08133.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/08132.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/67449.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/08131.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/08134.parquet
building,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/building/68590.parquet
bug,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bug/65267.parquet
bug,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bug/67448.parquet
bug,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bug/08112.parquet
bug,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bug/08109.parquet
bug,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bug/08113.parquet
bug,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bug/08114.parquet
bug,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bug/08107.parquet
bug,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bug/08111.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08368.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08379.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/65275.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08373.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/67450.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08372.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08369.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08377.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08374.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08371.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08363.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08375.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08376.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08378.parquet
business,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/business/08370.parquet
bully,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bully/08187.parquet
bully,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bully/08185.parquet
bully,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bully/08181.parquet
bully,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bully/08182.parquet
bully,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bully/08186.parquet
bully,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bully/08179.parquet
bully,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bully/08183.parquet
bully,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bully/08180.parquet
